gene_id,UniProtEntry,Uniprot Entry,Uniprot Entry name,Gene names,Protein names,HGNC ID,HGNC_Symbol,Approved name,IDG dark kinase,Kinhub Kinase,Manning Kinase,Group,Family,Uniprot_kinaseactivity,PfamDomain,DomainStart,DomainEnd,ProKinO,Fold_Annotation,Fold,Annotation_Score,INDRA_network,Pseudokinase
5286,sp|O00443|P3C2A_HUMAN,O00443,P3C2A_HUMAN,PIK3C2A,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha (PI3K-C2-alpha) (PtdIns-3-kinase C2 subunit alpha) (EC 2.7.1.154) (Phosphoinositide 3-kinase-C2-alpha),HGNC:8971,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,0,0,0,,,1,PI3_PI4_kinase,1043.0,1395.0,0,Atypical,Protein Kinase Like,1.47564631,http://ndexbio.org/#/network/cf3bb076-5d9f-11ea-bfdc-0ac135e8bacf,0
5287,sp|O00750|P3C2B_HUMAN,O00750,P3C2B_HUMAN,PIK3C2B,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta (PI3K-C2-beta) (PtdIns-3-kinase C2 subunit beta) (EC 2.7.1.154) (C2-PI3K) (Phosphoinositide 3-kinase-C2-beta),HGNC:8972,PIK3C2B,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,1,0,0,,,1,PI3_PI4_kinase,987.0,1340.0,0,Atypical,Protein Kinase Like,0.34064629799999996,http://ndexbio.org/#/network/d6995edd-5d9f-11ea-bfdc-0ac135e8bacf,0
5288,sp|O75747|P3C2G_HUMAN,O75747,P3C2G_HUMAN,PIK3C2G,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma (PI3K-C2-gamma) (PtdIns-3-kinase C2 subunit gamma) (EC 2.7.1.154) (Phosphoinositide 3-kinase-C2-gamma),HGNC:8973,PIK3C2G,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,1,0,0,,,1,PI3_PI4_kinase,825.0,1178.0,0,Atypical,Protein Kinase Like,0.6957235490000001,http://ndexbio.org/#/network/dd56ae91-5d9f-11ea-bfdc-0ac135e8bacf,0
55361,sp|Q9BTU6|P4K2A_HUMAN,Q9BTU6,P4K2A_HUMAN,PI4K2A,Phosphatidylinositol 4-kinase type 2-alpha (EC 2.7.1.67) (Phosphatidylinositol 4-kinase type II-alpha),HGNC:30031,PI4K2A,phosphatidylinositol 4-kinase type 2 alpha,0,0,0,,,1,PI3_PI4_kinase,133.0,429.0,0,Atypical,Protein Kinase Like,0.982042909,http://ndexbio.org/#/network/e3d7dfa5-5d9f-11ea-bfdc-0ac135e8bacf,0
55300,sp|Q8TCG2|P4K2B_HUMAN,Q8TCG2,P4K2B_HUMAN,PI4K2B,Phosphatidylinositol 4-kinase type 2-beta (EC 2.7.1.67) (Phosphatidylinositol 4-kinase type II-beta) (PI4KII-BETA),HGNC:18215,PI4K2B,phosphatidylinositol 4-kinase type 2 beta,0,0,0,,,1,PI3_PI4_kinase,129.0,427.0,0,Atypical,Protein Kinase Like,0.8237447520000001,http://ndexbio.org/#/network/ea1aa829-5d9f-11ea-bfdc-0ac135e8bacf,0
5163,sp|Q15118|PDK1_HUMAN,Q15118,PDK1_HUMAN,PDK1 PDHK1,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 1) (PDH kinase 1)",HGNC:8809,PDK1,pyruvate dehydrogenase kinase 1,0,1,1,AKG,PDHK,1,BCDHK_Adom3,56.0,220.0,1,Unrelated to Protein Kinase,Unrelated,1.7230019419999998,http://ndexbio.org/#/network/f0f67c5f-5d9f-11ea-bfdc-0ac135e8bacf,0
5164,sp|Q15119|PDK2_HUMAN,Q15119,PDK2_HUMAN,PDK2 PDHK2,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 2) (PDH kinase 2) (PDKII)",HGNC:8810,PDK2,pyruvate dehydrogenase kinase 2,0,1,1,AKG,PDHK,1,BCDHK_Adom3,30.0,192.0,1,Unrelated to Protein Kinase,Unrelated,0.9995385940000001,http://ndexbio.org/#/network/f881f185-5d9f-11ea-bfdc-0ac135e8bacf,0
5165,sp|Q15120|PDK3_HUMAN,Q15120,PDK3_HUMAN,PDK3 PDHK3,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 3)",HGNC:8811,PDK3,pyruvate dehydrogenase kinase 3,0,1,1,AKG,PDHK,1,BCDHK_Adom3,26.0,188.0,1,Unrelated to Protein Kinase,Unrelated,0.6312878710000001,http://ndexbio.org/#/network/ff620b79-5d9f-11ea-bfdc-0ac135e8bacf,0
5166,sp|Q16654|PDK4_HUMAN,Q16654,PDK4_HUMAN,PDK4 PDHK4,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 4)",HGNC:8812,PDK4,pyruvate dehydrogenase kinase 4,0,1,1,AKG,PDHK,1,BCDHK_Adom3,34.0,195.0,1,Unrelated to Protein Kinase,Unrelated,1.1253707309999998,http://ndexbio.org/#/network/069e9d4d-5da0-11ea-bfdc-0ac135e8bacf,0
5305,sp|P48426|PI42A_HUMAN,P48426,PI42A_HUMAN,PIP4K2A PIP5K2 PIP5K2A,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha (EC 2.7.1.149) (1-phosphatidylinositol 5-phosphate 4-kinase 2-alpha) (Diphosphoinositide kinase 2-alpha) (PIP5KIII) (Phosphatidylinositol 5-phosphate 4-kinase type II alpha) (PI(5)P 4-kinase type II alpha) (PIP4KII-alpha) (PtdIns(4)P-5-kinase B isoform) (PtdIns(4)P-5-kinase C isoform) (PtdIns(5)P-4-kinase isoform 2-alpha),HGNC:8997,PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,0,0,0,,,1,PIP5K,27.0,403.0,0,Atypical,Protein Kinase Like,1.223247242,http://ndexbio.org/#/network/0efea083-5da0-11ea-bfdc-0ac135e8bacf,0
8396,sp|P78356|PI42B_HUMAN,P78356,PI42B_HUMAN,PIP4K2B PIP5K2B,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta (EC 2.7.1.149) (1-phosphatidylinositol 5-phosphate 4-kinase 2-beta) (Diphosphoinositide kinase 2-beta) (Phosphatidylinositol 5-phosphate 4-kinase type II beta) (PI(5)P 4-kinase type II beta) (PIP4KII-beta) (PtdIns(5)P-4-kinase isoform 2-beta),HGNC:8998,PIP4K2B,phosphatidylinositol-5-phosphate 4-kinase type 2 beta,0,0,0,,,1,PIP5K,30.0,413.0,0,Atypical,Protein Kinase Like,1.212291174,http://ndexbio.org/#/network/17483589-5da0-11ea-bfdc-0ac135e8bacf,0
79837,sp|Q8TBX8|PI42C_HUMAN,Q8TBX8,PI42C_HUMAN,PIP4K2C PIP5K2C,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma (EC 2.7.1.149) (Phosphatidylinositol 5-phosphate 4-kinase type II gamma) (PI(5)P 4-kinase type II gamma) (PIP4KII-gamma),HGNC:23786,PIP4K2C,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma,1,0,0,,,1,PIP5K,46.0,418.0,0,Atypical,Protein Kinase Like,1.076242597,http://ndexbio.org/#/network/1db653cf-5da0-11ea-bfdc-0ac135e8bacf,0
5297,sp|P42356|PI4KA_HUMAN,P42356,PI4KA_HUMAN,PI4KA PIK4 PIK4CA,Phosphatidylinositol 4-kinase alpha (PI4-kinase alpha) (PI4K-alpha) (PtdIns-4-kinase alpha) (EC 2.7.1.67),HGNC:8983,PI4KA,phosphatidylinositol 4-kinase alpha,1,0,0,,,1,PI3_PI4_kinase,1783.0,2101.0,0,Atypical,Protein Kinase Like,0.774302299,http://ndexbio.org/#/network/2bc25dc4-5da0-11ea-bfdc-0ac135e8bacf,0
5298,sp|Q9UBF8|PI4KB_HUMAN,Q9UBF8,PI4KB_HUMAN,PI4KB PIK4CB,Phosphatidylinositol 4-kinase beta (PI4K-beta) (PI4Kbeta) (PtdIns 4-kinase beta) (EC 2.7.1.67) (NPIK) (PI4K92),HGNC:8984,PI4KB,phosphatidylinositol 4-kinase beta,0,0,0,,,1,PI3_PI4_kinase,529.0,816.0,0,Atypical,Protein Kinase Like,1.31143109,http://ndexbio.org/#/network/366b8da8-5da0-11ea-bfdc-0ac135e8bacf,0
8394,sp|Q99755|PI51A_HUMAN,Q99755,PI51A_HUMAN,PIP5K1A,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha (PIP5K1-alpha) (PtdIns(4)P-5-kinase 1 alpha) (EC 2.7.1.68) (68 kDa type I phosphatidylinositol 4-phosphate 5-kinase alpha) (Phosphatidylinositol 4-phosphate 5-kinase type I alpha) (PIP5KIalpha),HGNC:8994,PIP5K1A,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha,1,0,0,,,1,PIP5K,80.0,455.0,0,Atypical,Protein Kinase Like,1.422525953,http://ndexbio.org/#/network/3da3d9bc-5da0-11ea-bfdc-0ac135e8bacf,0
8395,sp|O14986|PI51B_HUMAN,O14986,PI51B_HUMAN,PIP5K1B STM7,Phosphatidylinositol 4-phosphate 5-kinase type-1 beta (PIP5K1-beta) (PtdIns(4)P-5-kinase 1 beta) (EC 2.7.1.68) (Phosphatidylinositol 4-phosphate 5-kinase type I beta) (PIP5KIbeta) (Protein STM-7) (Type I phosphatidylinositol 4-phosphate 5-kinase beta),HGNC:8995,PIP5K1B,phosphatidylinositol-4-phosphate 5-kinase type 1 beta,1,0,0,,,1,PIP5K,27.0,400.0,0,Atypical,Protein Kinase Like,1.3309503059999999,http://ndexbio.org/#/network/44885f82-5da0-11ea-bfdc-0ac135e8bacf,0
23396,sp|O60331|PI51C_HUMAN,O60331,PI51C_HUMAN,PIP5K1C KIAA0589,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma (PIP5K1-gamma) (PtdIns(4)P-5-kinase 1 gamma) (EC 2.7.1.68) (Phosphatidylinositol 4-phosphate 5-kinase type I gamma) (PIP5KIgamma),HGNC:8996,PIP5K1C,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma,1,0,0,,,1,PIP5K,76.0,449.0,0,Atypical,Protein Kinase Like,1.440201426,http://ndexbio.org/#/network/4b4b2d76-5da0-11ea-bfdc-0ac135e8bacf,0
138429,sp|Q5T9C9|PI5L1_HUMAN,Q5T9C9,PI5L1_HUMAN,PIP5KL1,Phosphatidylinositol 4-phosphate 5-kinase-like protein 1 (PI(4)P 5-kinase-like protein 1) (PtdIns(4)P-5-kinase-like protein 1) (EC 2.7.1.68),HGNC:28711,PIP5KL1,phosphatidylinositol-4-phosphate 5-kinase like 1,0,0,0,,,1,PIP5K,50.0,392.0,0,Atypical,Protein Kinase Like,0.378575878,http://ndexbio.org/#/network/51a1cc1a-5da0-11ea-bfdc-0ac135e8bacf,0
5289,sp|Q8NEB9|PK3C3_HUMAN,Q8NEB9,PK3C3_HUMAN,PIK3C3 VPS34,Phosphatidylinositol 3-kinase catalytic subunit type 3 (PI3-kinase type 3) (PI3K type 3) (PtdIns-3-kinase type 3) (EC 2.7.1.137) (Phosphatidylinositol 3-kinase p100 subunit) (Phosphoinositide-3-kinase class 3) (hVps34),HGNC:8974,PIK3C3,phosphatidylinositol 3-kinase catalytic subunit type 3,0,0,0,,,1,PI3Ka,539.0,883.0,0,Atypical,Protein Kinase Like,2.067222636,http://ndexbio.org/#/network/598154ae-5da0-11ea-bfdc-0ac135e8bacf,0
5290,sp|P42336|PK3CA_HUMAN,P42336,PK3CA_HUMAN,PIK3CA,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)",HGNC:8975,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",0,0,0,,,1,PI3Ka,695.0,1064.0,0,Atypical,Protein Kinase Like,3.922012213,http://ndexbio.org/#/network/68a907d4-5da0-11ea-bfdc-0ac135e8bacf,0
5291,sp|P42338|PK3CB_HUMAN,P42338,PK3CB_HUMAN,PIK3CB PIK3C1,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (PI3-kinase subunit beta) (PI3K-beta) (PI3Kbeta) (PtdIns-3-kinase subunit beta) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit beta) (PtdIns-3-kinase subunit p110-beta) (p110beta)",HGNC:8976,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",0,0,0,,,1,PI3Ka,706.0,1067.0,0,Atypical,Protein Kinase Like,2.176486655,http://ndexbio.org/#/network/74a3e50a-5da0-11ea-bfdc-0ac135e8bacf,0
5293,sp|O00329|PK3CD_HUMAN,O00329,PK3CD_HUMAN,PIK3CD,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (PI3-kinase subunit delta) (PI3K-delta) (PI3Kdelta) (PtdIns-3-kinase subunit delta) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit delta) (PtdIns-3-kinase subunit p110-delta) (p110delta)",HGNC:8977,PIK3CD,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",0,0,0,,,1,PI3_PI4_kinase,676.0,1042.0,0,Atypical,Protein Kinase Like,2.385824436,http://ndexbio.org/#/network/7dc7ad70-5da0-11ea-bfdc-0ac135e8bacf,0
5294,sp|P48736|PK3CG_HUMAN,P48736,PK3CG_HUMAN,PIK3CG,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (PI3-kinase subunit gamma) (PI3K-gamma) (PI3Kgamma) (PtdIns-3-kinase subunit gamma) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma) (PtdIns-3-kinase subunit p110-gamma) (p110gamma) (Phosphoinositide-3-kinase catalytic gamma polypeptide) (Serine/threonine protein kinase PIK3CG) (EC 2.7.11.1) (p120-PI3K)",HGNC:8978,PIK3CG,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",0,0,0,,,1,PI3Ka,729.0,1095.0,0,Atypical,Protein Kinase Like,2.0378731,http://ndexbio.org/#/network/879d60b6-5da0-11ea-bfdc-0ac135e8bacf,0
5591,sp|P78527|PRKDC_HUMAN,P78527,PRKDC_HUMAN,PRKDC HYRC HYRC1,DNA-dependent protein kinase catalytic subunit (DNA-PK catalytic subunit) (DNA-PKcs) (EC 2.7.11.1) (DNPK1) (p460),HGNC:9413,PRKDC,"protein kinase, DNA-activated, catalytic subunit",0,1,1,AKG,PIKK,1,PI3_PI4_kinase,3719.0,4015.0,1,Atypical,Protein Kinase Like,3.050470616,http://ndexbio.org/#/network/a1ee703c-5da0-11ea-bfdc-0ac135e8bacf,0
23049,sp|Q96Q15|SMG1_HUMAN,Q96Q15,SMG1_HUMAN,SMG1 ATX KIAA0421 LIP,Serine/threonine-protein kinase SMG1 (SMG-1) (hSMG-1) (EC 2.7.11.1) (61E3.4) (Lambda/iota protein kinase C-interacting protein) (Lambda-interacting protein),HGNC:30045,SMG1,SMG1 nonsense mediated mRNA decay associated PI3K related kinase,0,1,1,AKG,PIKK,1,SMG1,2121.0,2426.0,1,Atypical,Protein Kinase Like,1.216688088,http://ndexbio.org/#/network/af62f521-5da0-11ea-bfdc-0ac135e8bacf,0
140803,sp|Q9BX84|TRPM6_HUMAN,Q9BX84,TRPM6_HUMAN,TRPM6 CHAK2,Transient receptor potential cation channel subfamily M member 6 (EC 2.7.11.1) (Channel kinase 2) (Melastatin-related TRP cation channel 6),HGNC:17995,TRPM6,transient receptor potential cation channel subfamily M member 6,0,1,1,AKG,Alpha,1,Alpha_kinase,1736.0,1974.0,1,Atypical,Protein Kinase Like,1.072498806,http://ndexbio.org/#/network/b6c92f06-5da0-11ea-bfdc-0ac135e8bacf,0
54822,sp|Q96QT4|TRPM7_HUMAN,Q96QT4,TRPM7_HUMAN,TRPM7 CHAK1 LTRPC7,Transient receptor potential cation channel subfamily M member 7 (EC 2.7.11.1) (Channel-kinase 1) (Long transient receptor potential channel 7) (LTrpC-7) (LTrpC7),HGNC:17994,TRPM7,transient receptor potential cation channel subfamily M member 7,0,1,1,AKG,Alpha,1,Alpha_kinase,1580.0,1818.0,1,Atypical,Protein Kinase Like,1.546176284,http://ndexbio.org/#/network/bf4c238a-5da0-11ea-bfdc-0ac135e8bacf,0
8295,sp|Q9Y4A5|TRRAP_HUMAN,Q9Y4A5,TRRAP_HUMAN,TRRAP PAF400,Transformation/transcription domain-associated protein (350/400 kDa PCAF-associated factor) (PAF350/400) (STAF40) (Tra1 homolog),HGNC:12347,TRRAP,transformation/transcription domain associated protein,0,1,1,AKG,PIKK,0,FAT,3496.0,3783.0,1,Atypical,Protein Kinase Like,1.308796611,http://ndexbio.org/#/network/cbdb0360-5da0-11ea-bfdc-0ac135e8bacf,0
9917,sp|O75063|XYLK_HUMAN,O75063,XYLK_HUMAN,FAM20B KIAA0475,Glycosaminoglycan xylosylkinase (EC 2.7.1.-) (Xylose kinase),HGNC:23017,FAM20B,FAM20B glycosaminoglycan xylosylkinase,0,0,0,,,1,Fam20C,188.0,394.0,1,Atypical,Protein Kinase Like,0.950783623,http://ndexbio.org/#/network/d6a61326-5da0-11ea-bfdc-0ac135e8bacf,0
29,sp|Q12979|ABR_HUMAN,Q12979,ABR_HUMAN,ABR,Active breakpoint cluster region-related protein,HGNC:81,ABR,ABR activator of RhoGEF and GTPase,0,1,0,AKG,BCR,0,RhoGAP,,,1,Unrelated to Protein Kinase,Unrelated,,http://ndexbio.org/#/network/dd4af8da-5da0-11ea-bfdc-0ac135e8bacf,0
132,sp|P55263|ADK_HUMAN,P55263,ADK_HUMAN,ADK,Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase),HGNC:257,ADK,adenosine kinase,0,0,0,,,1,PfkB,,,0,Unrelated to Protein Kinase,Unrelated,,http://ndexbio.org/#/network/e4af0fde-5da0-11ea-bfdc-0ac135e8bacf,0
83440,sp|Q9BRR6|ADPGK_HUMAN,Q9BRR6,ADPGK_HUMAN,ADPGK PSEC0260,ADP-dependent glucokinase (ADP-GK) (ADPGK) (EC 2.7.1.147) (RbBP-35),HGNC:25250,ADPGK,ADP dependent glucokinase,0,0,0,,,1,ADP_PFK_GK,,,0,Unrelated to Protein Kinase,Unrelated,,http://ndexbio.org/#/network/ec141145-5da0-11ea-bfdc-0ac135e8bacf,0
55750,sp|Q53H12|AGK_HUMAN,Q53H12,AGK_HUMAN,AGK MULK,"Acylglycerol kinase, mitochondrial (hAGK) (EC 2.7.1.107) (EC 2.7.1.94) (Multiple substrate lipid kinase) (HsMuLK) (MuLK) (Multi-substrate lipid kinase)",HGNC:21869,AGK,acylglycerol kinase,0,0,0,,,1,DAGK_cat,,,0,Unrelated to Protein Kinase,Unrelated,,http://ndexbio.org/#/network/f273898a-5da0-11ea-bfdc-0ac135e8bacf,0
11177,sp|Q9NRL2|BAZ1A_HUMAN,Q9NRL2,BAZ1A_HUMAN,BAZ1A ACF1 WCRF180 HSPC317,Bromodomain adjacent to zinc finger domain protein 1A (ATP-dependent chromatin-remodeling protein) (ATP-utilizing chromatin assembly and remodeling factor 1) (hACF1) (CHRAC subunit ACF1) (Williams syndrome transcription factor-related chromatin-remodeling factor 180) (WCRF180) (hWALp1),HGNC:960,BAZ1A,bromodomain adjacent to zinc finger domain 1A,0,1,0,AKG,BAZ,0,WAC_Acf1_DNA_bd,,,1,Unrelated to Protein Kinase,Unrelated,,http://ndexbio.org/#/network/fe8d124c-5da0-11ea-bfdc-0ac135e8bacf,0
9031,sp|Q9UIG0|BAZ1B_HUMAN,Q9UIG0,BAZ1B_HUMAN,BAZ1B WBSC10 WBSCR10 WBSCR9 WSTF,Tyrosine-protein kinase BAZ1B (EC 2.7.10.2) (Bromodomain adjacent to zinc finger domain protein 1B) (Williams syndrome transcription factor) (Williams-Beuren syndrome chromosomal region 10 protein) (Williams-Beuren syndrome chromosomal region 9 protein) (hWALp2),HGNC:961,BAZ1B,bromodomain adjacent to zinc finger domain 1B,0,1,0,AKG,BAZ,1,WAC_Acf1_DNA_bd,,,1,Unrelated to Protein Kinase,Unrelated,,http://ndexbio.org/#/network/080f2750-5da1-11ea-bfdc-0ac135e8bacf,0
613,sp|P11274|BCR_HUMAN,P11274,BCR_HUMAN,BCR BCR1 D22S11,Breakpoint cluster region protein (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-26),HGNC:1014,BCR,BCR activator of RhoGEF and GTPase,0,1,1,AKG,BCR,1,RhoGAP,,,1,Unrelated to Protein Kinase,Unrelated,,http://ndexbio.org/#/network/0fce2f94-5da1-11ea-bfdc-0ac135e8bacf,0
644,sp|P53004|BIEA_HUMAN,P53004,BIEA_HUMAN,BLVRA BLVR BVR,Biliverdin reductase A (BVR A) (EC 1.3.1.24) (Biliverdin-IX alpha-reductase),HGNC:1062,BLVRA,biliverdin reductase A,0,1,0,AKG,BLVRA,0,Biliv-reduc_cat,,,1,Unrelated to Protein Kinase,Unrelated,,http://ndexbio.org/#/network/1800ba2a-5da1-11ea-bfdc-0ac135e8bacf,0
6046,sp|P25440|BRD2_HUMAN,P25440,BRD2_HUMAN,BRD2 KIAA9001 RING3,Bromodomain-containing protein 2 (O27.1.1) (Really interesting new gene 3 protein),HGNC:1103,BRD2,bromodomain containing 2,0,1,1,AKG,BRD,0,Bromodomain,,,1,Unrelated to Protein Kinase,Unrelated,,http://ndexbio.org/#/network/1f614ebe-5da1-11ea-bfdc-0ac135e8bacf,0
8019,sp|Q15059|BRD3_HUMAN,Q15059,BRD3_HUMAN,BRD3 KIAA0043 RING3L,Bromodomain-containing protein 3 (RING3-like protein),HGNC:1104,BRD3,bromodomain containing 3,0,1,1,AKG,BRD,0,Bromodomain,,,1,Unrelated to Protein Kinase,Unrelated,,http://ndexbio.org/#/network/358d6cb4-5da1-11ea-bfdc-0ac135e8bacf,0
23476,sp|O60885|BRD4_HUMAN,O60885,BRD4_HUMAN,BRD4 HUNK1,Bromodomain-containing protein 4 (Protein HUNK1),HGNC:13575,BRD4,bromodomain containing 4,0,1,1,AKG,BRD,1,Bromodomain,,,1,Unrelated to Protein Kinase,Unrelated,,http://ndexbio.org/#/network/3f2860e8-5da1-11ea-bfdc-0ac135e8bacf,0
676,sp|Q58F21|BRDT_HUMAN,Q58F21,BRDT_HUMAN,BRDT,Bromodomain testis-specific protein (Cancer/testis antigen 9) (CT9) (RING3-like protein),HGNC:1105,BRDT,bromodomain testis associated,0,1,1,AKG,BRD,0,Bromodomain,,,1,Unrelated to Protein Kinase,Unrelated,,http://ndexbio.org/#/network/4876e2cd-5da1-11ea-bfdc-0ac135e8bacf,0
4261,sp|P33076|C2TA_HUMAN,P33076,C2TA_HUMAN,CIITA MHC2TA,MHC class II transactivator (CIITA) (EC 2.3.1.-) (EC 2.7.11.1),HGNC:7067,CIITA,class II major histocompatibility complex transactivator,0,0,0,,,1,NACHT,,,0,Unrelated to Protein Kinase,Unrelated,,http://ndexbio.org/#/network/5049c132-5da1-11ea-bfdc-0ac135e8bacf,0
10087,sp|Q9Y5P4|C43BP_HUMAN,Q9Y5P4,C43BP_HUMAN,COL4A3BP CERT STARD11,Collagen type IV alpha-3-binding protein (Ceramide transfer protein) (hCERT) (Goodpasture antigen-binding protein) (GPBP) (START domain-containing protein 11) (StARD11) (StAR-related lipid transfer protein 11),HGNC:2205,CERT1,ceramide transporter 1,0,1,0,AKG,Col4A3BP,0,START,,,1,Unrelated to Protein Kinase,Unrelated,,http://ndexbio.org/#/network/58adbc0b-5da1-11ea-bfdc-0ac135e8bacf,0
84433,sp|Q9BXL7|CAR11_HUMAN,Q9BXL7,CAR11_HUMAN,CARD11 CARMA1,Caspase recruitment domain-containing protein 11 (CARD-containing MAGUK protein 1) (Carma 1),HGNC:16393,CARD11,caspase recruitment domain family member 11,0,0,0,,,1,CARD,,,0,Unrelated to Protein Kinase,Unrelated,,http://ndexbio.org/#/network/608d449f-5da1-11ea-bfdc-0ac135e8bacf,0
64781,sp|Q8TCT0|CERK1_HUMAN,Q8TCT0,CERK1_HUMAN,CERK KIAA1646,Ceramide kinase (hCERK) (EC 2.7.1.138) (Acylsphingosine kinase) (Lipid kinase 4) (LK4),HGNC:19256,CERK,ceramide kinase,0,0,0,,,1,DAGK_cat,,,0,Unrelated to Protein Kinase,Unrelated,,http://ndexbio.org/#/network/68a23515-5da1-11ea-bfdc-0ac135e8bacf,0
375298,sp|Q49MI3|CERKL_HUMAN,Q49MI3,CERKL_HUMAN,CERKL,Ceramide kinase-like protein,HGNC:21699,CERKL,ceramide kinase like,0,0,0,,,1,DAGK_cat,,,0,Unrelated to Protein Kinase,Unrelated,,http://ndexbio.org/#/network/6efc2f1c-5da1-11ea-bfdc-0ac135e8bacf,0
10978,sp|Q92989|CLP1_HUMAN,Q92989,CLP1_HUMAN,CLP1 HEAB,Polyribonucleotide 5'-hydroxyl-kinase Clp1 (EC 2.7.1.78) (Polyadenylation factor Clp1) (Polynucleotide kinase Clp1) (Pre-mRNA cleavage complex II protein Clp1),HGNC:16999,CLP1,cleavage factor polyribonucleotide kinase subunit 1,0,0,0,,,1,CLP1_P,,,0,Unrelated to Protein Kinase,Unrelated,,http://ndexbio.org/#/network/75b8e290-5da1-11ea-bfdc-0ac135e8bacf,0
129607,sp|Q5EBM0|CMPK2_HUMAN,Q5EBM0,CMPK2_HUMAN,CMPK2,"UMP-CMP kinase 2, mitochondrial (EC 2.7.4.14) (Nucleoside-diphosphate kinase) (EC 2.7.4.6)",HGNC:27015,CMPK2,cytidine/uridine monophosphate kinase 2,0,0,0,,,1,Thymidylate_kin,,,0,Unrelated to Protein Kinase,Unrelated,,http://ndexbio.org/#/network/7c06a794-5da1-11ea-bfdc-0ac135e8bacf,0
80347,sp|Q13057|COASY_HUMAN,Q13057,COASY_HUMAN,COASY PSEC0106,Bifunctional coenzyme A synthase (CoA synthase) (NBP) (POV-2) [Includes: Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT); Dephospho-CoA kinase (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase) (DPCOAK)],HGNC:29932,COASY,Coenzyme A synthase,0,0,0,,,1,CoaE,,,0,Unrelated to Protein Kinase,Unrelated,,http://ndexbio.org/#/network/85626fe8-5da1-11ea-bfdc-0ac135e8bacf,0
9730,sp|Q9Y4B6|DCAF1_HUMAN,Q9Y4B6,DCAF1_HUMAN,DCAF1 KIAA0800 RIP VPRBP,DDB1- and CUL4-associated factor 1 (HIV-1 Vpr-binding protein) (VprBP) (Serine/threonine-protein kinase VPRBP) (EC 2.7.11.1) (Vpr-interacting protein),HGNC:30911,DCAF1,DDB1 and CUL4 associated factor 1,0,0,0,,,1,ANAPC4_WD40,,,0,Unrelated to Protein Kinase,Unrelated,,http://ndexbio.org/#/network/8c60721c-5da1-11ea-bfdc-0ac135e8bacf,0
