Q01217|3zzf
P60568|1pw6
4830|1ucn
P61823|1w4o
A2NHM3|1zea
P00517|2gnf
P00517|2gnj
Q8DQ00|2gz2
P13051|2hxm
Q99NH2|2koh
2048|KNXHOXCYGYEUAB-GSDVEVCNSA-O
Q8J0K6|2rfy
A0QV09|2wzm
P09391|2xow
P26663|2xwy
Q9WYE2|2zxd
P00517|3dne
Q72497|3ds3
P84092|3h85
P00469|3ijz
P26918|3iof
P0AFG9|3lq2
P0AFG9|3lq4
P00520|3ms9
P06999|3n1c
P14324|3n5j
P25823|3nti
P0A616|3o6t
P37231|3osi
O32243|3ppp
Q460N5|3q71
------|3qxt
P56817|3udp
P11838|4kup
P0A886|4lrr
P0A6Y8|4r5g
P53582|4u71
P0A6R2|4z8d
Q9Z2X8|5cgj
Q8Y8D7|5dhs
P02638|5dkr
P52699|5ev8
A5U9I4|5ioy
P14324|5ja0
O19705|5ksv
Q6ZQF0|5u6k
P06202|1b4z
P56658|1ndw
P00918|2q38
Q9HYN5|3dcq
P00740|3lc3
Q2V6H4|3wqw
P26281|4m5k
Q8K4V4|5ema
P18429|5tzo
P07986|1fh7
P02768|1hk5
P00517|1q8w
P0A731|1s89
Q9ZLT0|2jfz
Q9UN37|2k3w
Q9Y6N9|2lsr
P00523|2qq7
P00766|2vgc
Q836J0|2vvt
P0C6U8|3aw0
Q16651|3e16
Q8WTS6|3m59
O24872|3mle
P00489|3mqf
Q96RI1|3okh
Q9NXS2|3pb8
P23470|3qck
O24872|3qxh
Q00972|3tz2
P02754|3ueu
Q13451|4drm
Q13451|4drn
P0A6Y8|4e81
Q4MV79|4fk7
P18654|4gue
Q8WXF7|4idn
P26663|4ih7
P23639|4j70
Q5M586|4non
23476|4o7e
Q6DHI5|4utx
Q6DHI5|4uua
Q14451|4x6s
P22629|4y59
------|4zv1
23476|5d24
23476|5d3j
P0A0K8|5d6q
A5U649|5edd
P42568|5hjd
P22629|5n7x
Q9Z4X2|5w1e
1017|UEAQBUKVWLZQCI-KEOOTSPTSA-N
O28751|2bfr
P0ABZ6|2pv3
P61965|2xl2
P61965|2xl3
P0C6X7|3r24
P19491|3tdj
Q5UB51|3u1i
P53582|4flk
O43752|4j2c
P15917|4pkv
P22629|5b5f
P22629|5b5g
P9WNP1|5du4
P17931|5nfa
Q96RI1|5q17
B7MFQ9|5twj
P54274|5xup
Q07785|1v0o
P61823|1w4q
P55222|2oz6
P0A6D3|2qft
Q0TST1|2vcb
D0IR47|3n9s
P0A5J4|3sb0
Q9H2K2|3twx
Q92541|4l1u
O76054|4omj
P23639|4qz5
O96935|4r5x
Q15370|4w9g
P32019|5a7i
P34913|5akz
P98170|5c7c
Q8WTX7|5gs9
Q6DLV0|5iq6
------|5kxc
Q8NBP7|5vlk
P00484|1qca
P01375|2az5
P25638|2lsv
P00918|2x7u
O76290|3bmo
P09960|3chp
Q9UJY5|3g2u
P05091|3sz9
P03367|3tkw
Q15370|3zrc
Q8A3I4|4jfs
Q9EQY0|4pl4
Q6T755|4r6w
Q6T755|4r6x
Q6XHB2|4yzm
O96935|4zx6
Q9RS96|5hwu
------|5ir1
A8IYS5|5irr
P31947|5mxo
O40922|5v5d
P06202|1b46
Q64010|1ckb
P00749|1f5l
P00363|1kfy
Q05195|1s5q
P00517|2uw4
P00749|2vip
Q1A2D0|2yjq
4831|3bbf
P38398|3coj
Q08602|3hxc
Q06124|3o5x
P05050|3t4h
P09391|3zmh
A6XNE6|4e70
O00214|4gxl
P98170|4j46
P43490|4n9b
Q24117|5e0m
P9WNS5|5ect
Q6XEC0|5faq
------|5g5f
Q8BHN3|5ief
O75643|5urj
O75643|5urm
P03366|5vqq
P18031|1c88
Q92831|1wum
Q08638|2wc4
P0A3F4|2xzw
Q873X9|3che
P19793|3pcu
P53582|4fll
P00489|4mhs
P9WPC3|4u0g
P56817|4wy1
Q86U86|5hrv
Q86U86|5hrx
P0ABP8|1a69
P10844|1g9a
P10844|1g9b
P10844|1g9c
P10844|1g9d
Q15080|1h6h
P0A884|1jg0
P61823|1o0f
Q9NZ52|1p4u
P26017|1pdq
P09743|1pr1
P22629|1srg
P00491|1v2h
Q8II92|1vyq
P0A6L2|1yxd
Q7Z7D6|2fsa
P63086|2gph
O43918|2ke1
P46934|2m3o
P41148|2o1v
O33853|2oyk
P84887|2q7q
A7J8L3|2vj1
Q59310|2vk6
Q8A0N1|2ww0
Q9WYE2|2zxb
P14174|3b9s
P52293|3btr
P56817|3ckr
Q9Y263|3ebb
Q9Z9H6|3eql
Q8JUX6|3gpo
Q6PEE6|3hs8
P24182|3jzf
P24182|3jzi
Q9Y468|3p8h
P01901|3p9l
Q9GZU7|3pgl
O32243|3ppo
Q6Q8Q7|3q2a
P15705|3upv
P31947|4dhu
O14713|4dx9
Q5EP34|4e5i
Q86WV6|4emt
Q02IG8|4jvi
P00489|4mic
K0BGG6|4nuf
P12497|4o55
Q7SID2|4ob0
P53634|4oem
Q8I5R7|4wi1
P00749|4x1q
A7ZSI4|4xsy
P21964|4xue
------|4z0d
------|4z0e
23476|5a85
Q10471|5ajp
P04058|5bwb
P55197|5dah
------|5eyr
------|5icz
Q5A4W8|5n16
P41182|5x9o
P02768|1hk4
------|1mfd
P02766|3fcb
Q8WTS6|3m53
Q9H9E1|3v2o
P96222|4m3f
Q8I4W8|4mzk
A0A0J9|4or6
P53582|4u1b
P98170|4wvt
V8BWT1|4x6k
Q14451|5d0j
P03072|5j47
P49773|5km0
P00800|5n2z
P05414|1al8
P55859|1lvu
P19491|1mqj
Q08638|1oim
P35439|1y20
P18031|2f6z
P0A8Q6|2w9r
Q00955|3tv5
O15392|3uig
P0C6U8|3v3m
P60472|4h2j
23476|4hbw
Q7DDU0|4ipi
Q8NVG0|4m7y
P03366|4qag
Q9NR97|4r07
Q9KDT3|4us3
Q9KDT3|4us4
G8G134|4xjr
V9HWJ5|5ayy
A5K1A2|5g1z
Q9KHT9|5ks7
P12004|5mlo
Q5A4W8|5n17
P55201|5t4u
P30113|2c80
O15151|2n14
Q9AMP1|3arx
P42208|3ftq
P42574|3gjq
Q08602|3hxe
Q18PE0|3ml4
P22734|3ozs
Q9U8X2|3q1x
O53512|3rzi
Q9HU22|4b3u
P66992|4giu
P43912|4mcd
23476|4mep
23476|4xy9
P0AE70|5cqx
P22629|5n8e
P17931|5nf9
Q9K2N0|5nhz
Q96RI1|5q12
Q02410|1aqc
P00730|1hee
P01903|1jwu
P00489|1k06
P00489|1k08
P00734|1zgi
P00489|2qnb
P08107|3atv
O66837|3efs
P00918|3hkq
P34752|3k4q
P11086|3kqt
P02766|3nee
P80457|3nrz
A5HZZ9|3qiy
P0C6U8|3vb5
P56817|3vv7
G1EUI6|3zyr
O92972|4j06
P03372|4mg5
23476|4o78
P63104|4wrq
P02766|5l4m
P0AC14|5u14
Q944H0|5wp5
P00763|1ql9
Q13231|1wb0
P42085|2fxv
P26918|2gkl
P06721|2gqn
P61964|2h13
Q9HAU4|2ltz
Q03137|2xyu
P03367|3bc4
P07824|3e9b
Q80Z29|3g8e
P00918|3hkn
P37231|3r8i
Q9H9E1|3v2x
B3VBK9|4b9h
P0AEX9|4blb
Q86WV6|4ef4
P03369|4ep2
P78540|4ie2
Q64823|4k6w
Q9HD26|4k76
Q05097|4lkd
5347|LXURPJKKLOVSFX-CHQQOIJLSA-N
P0AEY0|4wgi
P80386|4yef
Q02P97|4yx9
O80992|5jnn
G4CRQ5|5l26
P43003|5llm
P0AC14|5u11
P06276|6ep4
P04117|1adl
Q96CA5|1oy7
P07445|1w6y
P26660|1yvz
P00918|2nng
Q8T6J6|2qaf
P55210|2qlj
P00489|2qn3
P00734|3bv9
P11142|3ldq
P26663|3mf5
O28527|3ncq
Q8NEM0|3u3z
Q9K2N0|4c1d
P18654|4el9
23476|4hby
P55072|4kod
P22734|4pyq
P23639|4qwi
Q8TEK3|5drt
G3XD28|5eou
Q96RI1|5q0l
P27487|5t4e
P04058|1gpk
P03367|1sgu
Q5G940|2glm
Q9WYW0|2h2d
P84887|2hj4
Q9ELS8|2oc1
Q873X9|3chf
Q03164|3lqj
Q9FD73|3qt6
Q06GJ0|3wmb
Q9FD73|4dpy
Q9FD73|4du8
P00489|4el5
P42620|4g0k
Q05097|4lke
Q05097|4lkf
O92972|4oow
Q6IAW1|4xc2
Q9APF7|5cdh
P26281|5etn
O76290|5jdi
P00760|1g3e
P09960|1hs6
P00811|1ke0
P00734|1thr
Q43088|2h2j
Q96PU5|2lty
O43189|2m0o
P56817|2ohu
P48650|2qhd
O75164|2vd7
Q9LLQ2|3e85
Q9H9B1|3sw9
Q58206|3tif
Q9H2K2|3tww
P05230|3ud8
Q05097|3zyb
P26281|4f7v
P10275|4hlw
P23639|4qvw
Q9C9C9|5mek
P08254|1hy7
P08311|1kyn
P00734|1qbv
P07900|1uyi
Q18R04|2h6b
Q9HCE7|2ltx
A6TF32|2wic
Q13526|2xpa
P49354|3e37
P02766|3fc8
Q8RLA6|3fzc
P00918|3hkt
Q08602|3hxb
P00918|3m1k
D3ZAR1|3so6
C6G099|3tgs
P13053|3vjt
O33877|4cl6
P12499|4ej8
23476|4hxr
23476|4hxs
Q9W0K0|4z88
P02701|5chk
Q9BV86|5e1d
G3XCV0|5exx
Q92793|5i83
Q43965|5kbi
P00469|1bp0
P00950|1bq3
P03472|1f8b
A2NHM3|1m7i
P09237|1mmr
P19491|1mxu
P19491|1my3
P62593|1nym
5747|SCYQXIPTKOYLBQ-PFCSLBGDSA-O
5747|HSPRFZSGEWPZLK-AWSRYXRKSA-O
A2NHM3|1pz5
P14177|1r9l
P45568|1t1r
P04789|1trd
P03366|1tv6
P00734|1uvs
Q58EU8|2c1p
P22756|2f35
P00797|2g24
Q5HEB7|2i80
Q9HYN5|2jdm
P07900|2qg2
P24735|2wzz
Q9AMP1|3arr
Q396C9|3b4p
Q03181|3gwx
P52732|3ken
Q7DAU8|3l6h
Q8WTS6|3m57
P00436|3pch
P00735|3pma
P23470|3qcl
P12821|4aph
Q07817|4c5d
P66992|4ij1
P12497|4jlh
Q93088|4m3p
P42264|4nwd
B8ZYW1|4ozj
B8ZYW1|4ozn
A0R5M8|4pin
H9UXC8|4rqz
O75164|5anq
P43621|5fjw
Q9Z2X8|5fns
P02766|5jiq
Q9Y657|5jsj
Q7D447|5l9o
P01903|5lax
P37231|5lsg
P22756|5m2v
Q92793|5mqe
Q8TEQ6|5tef
P81245|1dzm
P32324|1u2r
O67648|1xxe
P63096|1y3a
Q8DP79|2aia
Q89ZI2|2j47
Q00987|2mps
P33316|3arn
P36328|3gqo
Q13526|3kai
P01897|3tjh
Q13451|4dro
Q13451|4drp
P04818|4fgt
Q9UMX1|4kmd
P56273|4lwt
P96222|4m3d
P00698|4tun
P53582|4u6z
Q9K169|4uma
P19491|5cbs
P26281|5etm
B2HMK0|5ey9
Q9BYW2|5lt6
O60502|5m7t
P9WMC1|5mym
P0AC14|5u13
O75530|5u5t
P02924|1abf
P00749|1gja
P02768|1h9z
P27487|1nu8
Q8MTC1|1p28
O74718|1r5n
Q07343|1xot
P02743|2a3w
P0A574|2qnz
Q8VPB3|2vpo
P0A8Q6|2wa8
O43451|3l4t
O43597|3ob1
P23470|3qci
B1WBP0|3rl4
B0VD92|4fev
Q9NQG6|4nxv
Q4QC75|4uxj
Q6JKW3|5ab1
P07267|1fq7
P19491|1fw0
P38398|1y98
P00489|2qln
P56817|2qu2
O43791|3ivv
P38398|3k0k
P56817|3k5f
Q9GK12|3ng4
P46100|3qlc
Q9NRG4|3s7f
P14738|4b60
Q86WV6|4f5y
P38398|4ofb
O36607|4p2t
C3TPN7|4pnc
P35120|4pox
P42568|4tmp
P37231|4xta
P9WFV1|5agr
Q9BV86|5e1o
P14324|5ksx
P27907|1a4q
P81245|1dzp
O88339|1h0a
P19491|1syi
Q3Y5H1|2q6f
O58212|2wr8
P00492|3ggc
P02766|3gs7
P05089|3lp7
Q4VSJ8|3p2h
P72059|3pty
P00720|3run
Q9UL51|3u10
P56817|4dju
P53582|4fli
Q92731|4j26
P03372|4mgb
P14174|4osf
P23639|4qz1
V9TU12|4rsp
Q9H2K2|4tju
------|5ave
Q9NY33|5e3a
Q9BVI0|5tbn
P35030|5tp0
P00797|2iko
Q9Y823|3mi3
5164|4mp2
P02928|1anf
P06202|1b4h
Q9NZ52|1lf8
P55859|1lv8
P19491|1nnk
P28720|1q65
P09467|2fie
P0AE18|2gg9
Q9RFR0|2y4k
Q60631|3gbq
P24735|3s22
------|4gw5
Q8A3I4|4jft
Q9HV14|4kot
Q2FXC2|4mvn
P23639|4qz0
P9WNP1|5dtw
P00800|5mnr
P00918|5txy
P00918|5ty8
P18031|1g7f
P00760|1gi1
P00525|1nlo
P00760|1o2s
P00517|1xh5
Q57884|2hf8
A2NHM3|2r0z
Q9IQV5|2xde
Q7WT50|2y7p
Q9UZ14|3pd2
P05050|3t3y
P41811|4j77
P12497|4jmu
P55212|4n6g
P55212|4n7j
P55212|4n7m
23476|4qb3
Q9UZ14|4rrq
O75530|4x3e
Q2MFS1|4xcb
P23497|5fb0
P02879|5gu4
P10253|5nn5
P00918|5u0f
P07435|1g85
P18670|1uh1
Q08638|2cbv
P61964|2co0
O59010|2nww
Q9UK53|2qic
Q9H3H2|2qyk
P29736|2wxd
5166|2zkj
O32253|3bxe
5166|3d2r
Q8WTS6|3m58
P23470|3qch
O94925|3vp1
Q9HYN5|3zdv
O75936|4c5w
Q9C0B1|4ie4
P38398|4ifi
Q13451|4jfm
O43570|4kp8
P46934|4n7h
Q07820|4oq6
P02866|4pf5
P54645|4qfg
P28907|4tmf
Q9K169|4uc5
Q9UBL3|4x8p
Q8IKG4|4y6r
Q15046|4ycu
P34913|5alx
P0DMV8|5aqz
Q86U86|5hrw
Q86U86|5ii1
Q96PN6|5iv4
P06276|5lkr
P12004|5mav
Q14160|5vwk
P23861|1pot
P18031|1pyn
P00470|1tys
P97465|1uef
P18031|2h4k
P0AES0|2ioa
Q6HT60|2qtr
P0AEE3|2r3y
P29029|2uy5
O76290|3bmq
P03367|3bvb
P23905|3ga5
P56817|3h0b
O57728|3i73
P60472|3sgx
P00489|3t3g
Q00972|3tz4
P43889|4knx
P00811|4lv3
O28625|4tq3
Q9Q2G4|4u7v
O60341|4uvb
Q15370|4w9f
Q9C0B1|4zs2
------|5avf
Q83883|5tg2
P08487|5tq1
P03452|5w6u
Q06124|5xzr
P22411|2ajb
Q8WSF8|2y58
Q57991|3c1n
P19491|3tza
P9WH43|4nni
Q9HY69|4rt0
O75164|4ura
P00747|1b2i
P00489|1ggn
P35222|1t08
P30685|1xh3
Q99AU2|2gc8
P52732|2uym
Q7DDU0|2wqp
P02766|3cn0
P00734|3da9
P02766|3kgt
P00523|3u51
P00766|3vgc
P71002|4i9c
O00481|4k55
P23639|4qwu
Q86WV6|4qxo
P23639|4qz3
P14489|4wz5
A0A0R4|4zba
Q00987|4zgk
P0AB91|5cks
P22894|5h8x
Q09472|5lpk
P00489|1a8i
P22983|1kc7
P12530|1lox
P30113|1oe7
P30114|1oe8
P00489|1pyg
P97571|1tl9
P06710|1xxi
P00517|1ydr
P19080|2cht
Q9VVI3|2ez5
P50579|2ga2
Q9JLS3|2gcd
P59641|2gz8
P26663|2hwi
Q9H0R8|2l8j
Q9UNL4|2vnf
B8ZY56|2ydt
A2NHM3|3eys
Q9GZT9|3hqr
------|3hzm
O14786|3i97
P26918|3iog
Q8II92|3t6y
Q9H2K2|3tws
P16442|3v0l
Q9L5C8|4de3
8566|4en4
P60472|4h2o
P30405|4j5c
Q9H2K2|4pnl
Q9H9E1|4qqi
Q9WY43|4yvz
P9WMC0|5f08
O75886|5ixf
P14324|5juz
P69834|5mrp
P10253|5nn6
O40922|5v5e
P13747|5w1w
Q505N7|5wqj
P00489|7gpb
P00517|1szm
P38920|4fmo
P23639|4qz6
P00523|4u5j
T2B9G2|5dus
P00746|1bio
P00760|1bjv
1017|IRLVTUNLNSXPDX-GMIRWQTLSA-R
P02768|1ha2
P00811|1kdw
P04224|1r5w
P66034|2c9b
P13255|2idk
P53582|2nq7
P06202|2olb
Q8ZKA9|2y7i
O32253|3bxf
Q8C3H8|3daj
Q9BY41|3f07
------|3ggw
P02638|3iqq
P19576|3jyr
P18654|3ubd
P95092|3v78
P52293|4ba3
P14735|4dtt
Q9H2K2|4hkk
Q9NQG6|4nxu
P9WNP5|4qij
P27694|4r4c
Q6PL18|5a81
Q09490|5azg
O60341|5lgn
P22629|5n8j
P00760|1g3d
P00469|1njc
Q9KWT6|1y3n
Q9DCJ0|2c2l
Q873X9|2iuz
P13482|2wyn
P56817|3fkt
P96222|3sdg
------|3uzj
P56817|4fri
Q9C0B1|4ie6
Q15274|4kww
O43598|4p5e
Q9JYL2|4pqa
Q9H2K2|4tk0
Q51578|4wbg
Q41931|5gja
F8WQK8|5jy0
------|5knu
P00352|5l2n
Q9HYN5|2jdn
P61964|4esg
P09411|4o3f
P34913|5alj
D1AWE0|5gx7
Q09472|5lpm
P30803|1cs4
Q9Y691|1jak
P00469|1njd
Q7Z7D6|2f6j
P61836|2fuu
P62158|2lgf
P00915|2nmx
Q8KLK7|2np9
Q53Y97|2onb
P0A574|2qo1
Q12051|2z52
Q9WZY5|3bex
P0A5R0|3coz
P11444|3uxl
Q06GJ0|3vtr
C3W5S0|4awf
Q9HWY4|4umj
P34913|5all
C7Q5P8|5d1n
Q8K4V4|5em9
P26281|5eto
Q8N884|5v8j
P01834|6au5
------|6ayh
Q396C9|3jup
A8DG50|3su5
Q9XI47|4iur
Q02790|4tw8
------|1f4x
P01901|1fo0
P34884|1mfi
Q91RS4|1rtl
P05413|2hmb
P21524|2zlg
P81180|3gxy
Q92743|3nzi
P00734|3sha
P26281|3udv
Q386Q8|4bqh
P07900|4cwn
P23639|4inr
O35820|4kxm
P05413|4tkb
B0Y2Y2|4tx6
------|5d2a
------|5hkb
Q14318|5mgx
Q93009|5n9r
Q9GZT9|5ox5
P62937|5t9w
P06276|6esy
P81245|1e06
P00489|1e1y
P18316|1fwe
1017|BHSNLHNSBAIZBW-LSBAASHUSA-O
P05205|1kne
P00636|1lev
P93343|1o9d
P55859|1vfn
Q96B97|2bz8
P18031|2f71
A1WUH0|2vxa
Q89ZI2|2wca
P0A590|2wgs
10020|2yhw
10020|2yhy
P00918|3bl1
Q8WTS6|3cbp
P93343|3e6y
Q2L887|3fa3
P23470|3qce
P23470|3qcf
Q7B8P6|3qps
Q6ZMT4|3u78
Q9BJF5|3upz
P21836|4btl
P03369|4eqj
23476|4o77
P00749|4os1
Q9UIF9|4q6f
23476|4uiy
P13569|4wz6
A7ZSI4|4xsz
8805|4yad
Q9UGN5|4zzy
Q14CR1|5a82
P45452|5boy
P0A0K8|5d6p
Q10QA5|5dj5
A7ZIN4|5eje
F2RCL8|5khd
O60341|5lhg
P81947|5osk
O43809|3bho
23476|3u5j
6714|ZXCUYEYKTDUKOZ-GOTSBHOMSA-N
P14385|1aqi
P20701|1cqp
P00749|1ejn
P29354|1fyr
O89100|1uti
------|2bmk
P0A574|2qnx
Q4V944|2z5t
O60341|3abu
P0A0N3|3btj
Q8WYH8|3c6w
O85638|3e3c
Q7CX36|3ip9
P11021|3ldp
P0AFG9|3lpl
P02766|3nes
Q9H2K2|3twu
Q2YIM3|3upy
Q9L5C8|4ddy
Q00972|4dzy
Q86WV6|4f9g
P49917|4htp
P48825|4iid
P98170|4j48
Q9H8S9|4jiz
Q4WP27|4lng
P03372|4mg6
Q8N8S7|4my6
Q8I4W8|4mzl
Q14498|4oz1
P29029|4txe
Q83883|5e0h
Q9H7X0|5icv
------|5uv1
P22629|1vwl
4233|WPHFMGWZDREVEQ-JIKOAWFWSA-O
P00760|3gy3
O42721|3l1n
A4GRE3|3rf5
23476|5d0c
P00730|1f57
P02768|1hk1
P00489|1hlf
P03366|1hte
P50097|1lrt
Q76353|1qs4
P00760|1y3v
P00760|1y3y
P00800|1z9g
P00517|2gni
Q9UBZ9|2n1g
P00489|2qlm
Q92N37|2reg
Q9W1M7|2x6k
------|2xzc
Q9AMP1|3arv
Q8RLA6|3fv7
P31948|3fwv
P0A4Z6|3n86
P47811|3p79
E7E815|3qzq
P62993|3s8l
P07813|3zjt
A5K1A2|4b11
P02766|4deu
P12497|4dmn
Q9AXT8|4ft2
O28471|4jin
Q14145|4l7b
P02928|4mbp
Q8N543|4nhy
O96935|4zqt
Q9H2K2|5adr
C1CIR8|5bqs
O68183|5c4l
Q96KQ7|5jin
P18206|5l0h
P01834|6azk
P07824|1hq5
P55042|3q7q
P0C6U8|3sn8
P0A6Y8|4ezy
Q9XI47|4iuu
P23639|4qz7
P56817|4zsq
Q9H2K2|5adt
P21836|1n5r
P26663|1nhu
P26663|1nhv
Q8DP79|2aie
P04587|2aod
Q14676|2azm
P05132|2erz
O38732|2nxd
P59641|2op9
------|2r3c
Q10714|2x97
Q4V944|2z5s
Q9UM07|3b1t
Q02218|3ery
Q9UJY5|3g2w
B0QZ61|3iuc
P0AD64|3mke
P61964|3p4f
P60472|3sh0
Q96T88|3t6r
Q6RYW5|3td4
D8NA05|3zi8
Q99814|4gs9
23476|4hxl
H0Q6L9|4jls
Q9Y6F1|4l70
Q9Y6F1|4l7u
P63104|4n7g
P69834|4nal
P30685|4pr5
C5MK56|4pra
P30685|4prn
C5MK56|4prp
2185|CEGGOHFOFNHNPZ-LCPVQVSRSA-P
Q52012|4zek
Q9Y233|5c28
O75164|5d6y
P62826|5dhf
O15496|5g3m
------|5g5z
P31016|5hey
5164|5m4k
P21836|5ov9
Q0P9D1|5t2y
P00746|5tcc
P07906|2bb7
P00918|2h15
Q96AC1|2lko
P03367|2pqz
P03472|2qwf
Q96GG9|3tdu
P18031|3zmp
G0S8G9|4ncn
Q9Y6K1|4u7t
Q9H2K2|5ads
------|5ouh
P56216|1e8h
P03368|1gnn
P35558|1nhx
Q8MTC1|1ow4
Q96CA5|1oxn
P15917|1pwu
P31116|1tve
P11086|2an5
P66034|2c92
Q08638|2cbu
Q02054|2k0x
Q8IJH3|2q8z
Q9CCZ4|2uyq
Q7SIE4|2v0c
Q9Y3Y4|2vpg
Q8AAK6|2vr4
Q92547|3al3
P08716|3b5j
Q8VDG3|3d45
P00918|3oil
Q96T88|3sou
P15813|3u0p
O60760|3vi5
P07813|3zju
Q07817|4c52
Q9C0B1|4cxx
P02766|4det
Q13451|4jfj
P76141|4l4z
P03372|4mg9
O67854|4mm9
P00918|4q9y
Q9I194|4wku
Q15046|4ycw
P42568|5hjb
Q5A4W8|5n18
Q460N5|5o2d
P06276|6esj
C8CIL7|3sji
P61964|3uvl
P36639|5ans
P00734|1a46
P31133|1a99
P60903|1bt6
P0A6F5|1dkd
P0A731|1egh
P08254|1g4k
Q9N1E2|1g98
P96945|1g9r
Q27890|1i32
Q9ZPL5|1i48
P27487|1n1m
P00349|1pgp
P60301|1xt3
Q08499|1y2d
O95050|2a14
P14385|2adm
P04587|2avm
P27487|2bgn
O32393|2bw7
P07900|2ccs
P31434|2f2h
P62508|2gpp
P0A786|2h3e
P26663|2hwh
P37231|2i4p
P37231|2i4z
O67648|2o3z
P01897|2oi9
P52732|2x7c
Q8A6X1|2x7x
Q13526|2xpb
B2DJD9|2ya6
O05208|2zbk
A9JQL9|3acx
P51449|3b0w
Q8T6J6|3bar
Q9Y6F1|3c4h
Q24451|3d4y
P43490|3dkj
Q5G940|3doz
Q72497|3ds1
P10987|3eks
Q9Y6F1|3fhb
P27487|3g0c
P25779|3kku
P14324|3n5h
P38398|3pxe
P0A5J4|3s9i
------|3srg
P56817|3udy
P0ACC7|4aa7
A5K1A2|4b13
P23360|4bs0
D6R8X8|4d1c
P19492|4f39
D7U7T8|4hnn
Q8IUQ4|4i7b
Q8A3I4|4j28
A5YKK6|4j8s
P09960|4l2l
A0R5M8|4pio
Q5NGA7|4pzv
Q86WV6|4qxq
P0AEG4|4tky
Q5JTC6|4yk6
Q93009|4ysi
A7ZHV1|4z0u
P02920|4zyr
Q9H2K2|5adq
5209|5ajz
Q8Y8D7|5dhq
23476|5dlx
Q8K4V4|5elq
Q13093|5jar
Q6P179|5k1v
Q13093|5lz4
23476|5m3a
1633|5mqt
P69834|5mro
P62826|5uwj
P03366|5vqs
P03366|5vqw
C3W5S0|5wei
P00766|7gch
P00778|9lpr
P01857|1n7m
P25779|2oz2
Q9Y2T3|2uz9
P0A0N3|3bt9
P02766|3hj0
P64249|3lf0
P00489|3t3h
P05413|3wvm
P00749|4mny
P98170|4wvu
P78417|4yqv
Q64010|1cka
P23197|1guw
O00560|1obx
P59641|2hob
P07900|2qg0
Q0P9X8|2v25
Q9UM07|3b1u
P52286|3mks
P00734|3shc
B8YPM3|3tne
C6EAB7|4a6v
C6EAB7|4a6w
Q460N5|4abk
C3W5S0|4awm
Q0ED31|4dkp
Q02PM6|4dn0
P60472|4h3c
23476|4hbx
Q00987|4hfz
P45481|4i9o
Q9XI47|4iut
Q9XI47|4iuv
Q8N543|4nhx
P07339|4obz
P60477|4u82
O96935|4zw6
P45452|5b5o
P9WNP1|5du8
P31016|5hfc
Q53GL7|5lx6
P41182|5mwd
L7R9I1|5t2p
Q9VG78|5wle
P49862|5y9l
Q12051|2z4z
P11142|3m3z
P02701|4i60
P98170|4j44
P37231|4xuh
P57772|5izl
Q96RI1|5q0y
P00524|1bkm
P02928|1dmb
P00760|1g3b
1017|QEIWKBOQVLBIHX-CIRMSXBNSA-R
P00760|1o32
P00760|1o33
P00760|1o34
P05981|1o5e
P11588|1qy2
O97775|1t7f
P00800|1zdp
Q5SHR6|1zyr
P03372|2b1v
P08709|2flb
P63165|2las
Q8WSF8|2pgz
P56817|2ph8
Q9R4E4|2pqc
P56817|2viy
P39045|2xk1
P22734|2zvj
5347|KZGPJJWQNDJWLS-AMXAWRJTSA-O
P0A988|3d1f
P05696|3gpe
P00760|3gy2
P0A5R0|3ivx
Q13526|3jyj
P11086|3kr1
C4ZQ55|3o0e
Q9PTN2|3o1d
Q9PTN2|3o1e
Q9NXS2|3pb7
A5HZZ9|3qw7
D0VWZ0|3ut5
C8N5A9|3v7c
P11838|3wz7
D6R8X8|4d1d
Q92876|4d8n
P55055|4dk8
Q95WL3|4dwb
Q6PH85|4gao
O15294|4gz3
23476|4j3i
Q00987|4jv9
P43889|4knr
O25560|4lps
5164|4mp7
P81947|4o2a
P81947|4o2b
Q04609|4p4d
Q14149|4qq4
P14324|4rxa
P05413|4tkh
P0C6W3|4yog
P56817|4zsp
P34913|5am5
P19491|5cbr
23476|5dlz
P9WNP1|5duf
23476|5eis
Q14781|5epk
O74036|5fos
P36969|5h5q
P31016|5hf1
Q8BHN3|5ieg
------|5itf
P22629|5n8t
Q9K2N0|5ni0
P35120|5ota
Q08209|5sve
F2RCL8|5tzd
P02766|5u4b
P03366|5vqt
Q93009|5vsk
O13852|5xxf
B2DJD9|2ya8
P0A0N3|3btc
Q189K3|3pa8
Q47212|4b4q
P03300|4dcd
P53582|4iku
O95931|4mn3
O60341|4uva
A9XG43|5c1x
P01892|5nmg
P19491|1p1o
P42574|1rhm
P18031|2cmc
P0AE18|2gg7
P0AFG8|2qta
Q96T88|3asl
P49427|3rz3
A5K1A2|4a95
P00749|4mnw
Q98GN8|4muv
P42264|4nwc
P09038|4oee
Q64010|5ih2
Q8IXJ6|5y5n
P16554|1ddm
P22894|1jj9
P00469|1jmf
P00811|1kds
P00749|1o5b
P28720|1q66
Q54276|1ur9
P00517|1xh8
P00760|1y3w
Q9HYN5|2boj
P0AE18|2gg0
O76074|2h44
P52732|2pg2
Q9Y337|2psx
Q70I53|2vcg
Q13526|2xp7
Q52L97|2ynr
P37231|3cs8
O92972|3cso
P0A988|3d1e
P61964|3eg6
B0B0V1|3k00
